,ca,t,cs,fs,tot
perhectare,0,0,1,0,1
periodical,1,0,0,0,1
permanently,1,0,0,0,1
permeated,0,1,0,0,1
perr,0,0,1,0,1
pers,0,0,1,0,1
persisting,0,0,0,1,1
persists,1,0,0,0,1
perso,1,0,0,0,1
personnela??s,0,0,0,1,1
perstation,0,0,1,0,1
pertains,0,0,1,0,1
pertinont,0,0,1,0,1
pese,0,0,1,0,1
pesearca,0,0,1,0,1
peseg,1,0,0,0,1
peseqbulwes,1,0,0,0,1
peseyoind,1,0,0,0,1
pesn,1,0,0,0,1
petal,0,0,1,0,1
petition,1,0,0,0,1
peunuod,1,0,0,0,1
peuuuod,1,0,0,0,1
peyuf,1,0,0,0,1
pfccoml,0,0,1,0,1
pharmacist,0,0,1,0,1
philippinesa??,1,0,0,0,1
phillppine,0,0,0,1,1
philsaga,0,0,1,0,1
philstar,1,0,0,0,1
phoma,1,0,0,0,1
phonea??s,1,0,0,0,1
phote,0,0,1,0,1
photocopied,0,0,0,1,1
php10,0,0,1,0,1
php100,0,0,1,0,1
php100000,0,0,1,0,1
php10000000,0,0,1,0,1
php1000000000,0,0,1,0,1
php102,0,0,1,0,1
php114125,0,0,1,0,1
php117600,0,0,1,0,1
php119900,0,0,1,0,1
php120000,0,0,1,0,1
php127618,0,0,1,0,1
php139500,0,0,1,0,1
php15,0,0,1,0,1
php150000,0,0,1,0,1
php170000,0,0,1,0,1
php193800,0,0,1,0,1
php20000000,0,0,1,0,1
php200000000,0,0,1,0,1
php215000,0,0,1,0,1
php216398425,0,0,1,0,1
php240800,0,0,1,0,1
php26,1,0,0,0,1
php28109,0,0,1,0,1
php3000whenever,0,0,1,0,1
php350000000,0,0,1,0,1
php3550,0,0,1,0,1
php37588,0,0,1,0,1
php400,0,0,1,0,1
php5,0,0,1,0,1
php500,0,0,1,0,1
php5000000,0,0,1,0,1
php5s00,0,0,1,0,1
php600,0,0,1,0,1
php60000,0,0,1,0,1
php69500,0,0,1,0,1
php75000,0,0,1,0,1
php8000000,0,0,1,0,1
php818647,0,0,1,0,1
php83989,0,0,1,0,1
php90000000,0,0,1,0,1
php99700,0,0,1,0,1
phpa4s24,0,0,1,0,1
phpi9538,0,0,1,0,1
phpso00000,0,0,1,0,1
phrase,0,0,0,1,1
pi250,0,0,1,0,1
pi830131739,0,0,1,0,1
pian,0,0,1,0,1
pianing,1,0,0,0,1
pices,0,0,1,0,1
pickup,0,0,1,0,1
piglets,0,0,0,1,1
pigmented,0,0,0,1,1
piko,1,0,0,0,1
piled,0,0,1,0,1
ping,1,0,0,0,1
pink,0,0,1,0,1
pinky,1,0,0,0,1
pinzsa,0,0,1,0,1
pith,0,0,1,0,1
piyush,1,0,0,0,1
pjopa2ey,1,0,0,0,1
pjvgwpp9psselss,0,0,1,0,1
plaguing,1,0,0,0,1
plaine,0,0,1,0,1
plains,1,0,0,0,1
planners,1,0,0,0,1
plantsa,0,0,1,0,1
plaque,0,0,1,0,1
plaques,0,0,1,0,1
plasma,0,1,0,0,1
platelets,0,1,0,0,1
playlists,0,0,1,0,1
plead,1,0,0,0,1
pliaea,1,0,0,0,1
plot,1,0,0,0,1
plotting,1,0,0,0,1
pluck,0,0,0,1,1
plumbers,1,0,0,0,1
plunging,0,0,0,1,1
plussms,1,0,0,0,1
pmaae,0,0,1,0,1
pmaots,0,0,1,0,1
pnchc,0,0,1,0,1
pnnem,0,0,1,0,1
pnojo,1,0,0,0,1
poco,0,0,1,0,1
poea0,0,0,1,0,1
poet,0,0,1,0,1
pointed,1,0,0,0,1
pointforward,1,0,0,0,1
pointing,1,0,0,0,1
poledwoo,1,0,0,0,1
policemen,1,0,0,0,1
politeness,0,0,1,0,1
pollutants,1,0,0,0,1
pollutionfree,1,0,0,0,1
pollutionfroe,1,0,0,0,1
poloshirt,0,0,0,1,1
polymorphism,1,0,0,0,1
polystyrene,0,0,0,1,1
ponder,0,1,0,0,1
popiwsucl,1,0,0,0,1
poppedup,0,0,1,0,1
popularly,1,0,0,0,1
populated,0,0,0,1,1
pore,1,0,0,0,1
porrowers,0,0,1,0,1
porson,1,0,0,0,1
portrays,0,0,0,1,1
possessed,0,1,0,0,1
possesses,0,0,0,1,1
poster,0,0,1,0,1
postgresql,1,0,0,0,1
postpartum,1,0,0,0,1
potato,0,0,1,0,1
pote,1,0,0,0,1
pouch,0,0,0,1,1
pouliry,0,0,0,1,1
poullry,0,0,0,1,1
povertystricken,0,1,0,0,1
powers,1,0,0,0,1
pplicant,0,0,1,0,1
pprit,0,0,1,0,1
practicable,0,0,0,1,1
practitioner,1,0,0,0,1
prea,0,0,1,0,1
preads,0,0,1,0,1
prechimos,1,0,0,0,1
preconditions,0,1,0,0,1
predicted,1,0,0,0,1
predicting,0,1,0,0,1
predominant,0,1,0,0,1
pree,1,0,0,0,1
pregnancies,1,0,0,0,1
pregnancyrelated,1,0,0,0,1
preguc,0,0,1,0,1
prepesa,0,1,0,0,1
prerequisite,0,1,0,0,1
pres,1,0,0,0,1
preschoo,0,0,1,0,1
presence?provide,1,0,0,0,1
presentatives,1,0,0,0,1
preservation,1,0,0,0,1
presidency,1,0,0,0,1
presidentceo,0,0,1,0,1
preso,1,0,0,0,1
pressing,1,0,0,0,1
pressures,0,1,0,0,1
pressa??,0,0,1,0,1
prevailing,1,0,0,0,1
previously,1,0,0,0,1
princip,0,0,1,0,1
principally,0,1,0,0,1
prints,0,0,1,0,1
prioritizing,0,0,1,0,1
priscillas,0,0,1,0,1
prk5,1,0,0,0,1
probe,0,0,0,1,1
probiem,0,1,0,0,1
proceeded,1,0,0,0,1
proceeding,1,0,0,0,1
procosses,0,0,1,0,1
proctora??s,1,0,0,0,1
produc,0,0,1,0,1
productionist,0,0,0,1,1
productlon,0,0,0,1,1
productservice,0,0,0,1,1
professionalization,1,0,0,0,1
profits,0,0,0,1,1
progression,1,0,0,0,1
proliferation,0,1,0,0,1
prolonging,1,0,0,0,1
promotes,1,0,0,0,1
promotive,1,0,0,0,1
propels,1,0,0,0,1
proportional,0,0,0,1,1
proportions,1,0,0,0,1
proposition,0,0,0,1,1
proprictary,1,0,0,0,1
proprietorship,0,0,0,1,1
protagonist,0,1,0,0,1
protecting,0,1,0,0,1
protested,0,0,0,1,1
provincia,0,0,0,1,1
proximate,1,0,0,0,1
ps600,0,0,1,0,1
ps727,0,0,1,0,1
pseoqyseg,1,0,0,0,1
ption,1,0,0,0,1
ptotal,0,0,1,0,1
publica??s,0,1,0,0,1
publisher,1,0,0,0,1
pullaing,0,0,1,0,1
pulp,0,0,0,1,1
puno,1,0,0,0,1
purchaser,0,0,1,0,1
purchasers,0,0,1,0,1
pure,0,0,1,0,1
purok,0,0,0,1,1
purposeful,1,0,0,0,1
pushes,1,0,0,0,1
pusiness,0,0,1,0,1
pwds,1,0,0,0,1
pwede,0,0,1,0,1
pwotvetoue,0,0,1,0,1
pyiom,1,0,0,0,1
pa?Å ople,1,0,0,0,1
qivsion,0,0,1,0,1
qizcis,0,0,1,0,1
qualifies,0,0,1,0,1
qualify,0,0,1,0,1
quarantined,1,0,0,0,1
quarrel,1,0,0,0,1
quarterly,1,0,0,0,1
quarters,0,0,1,0,1
query,1,0,0,0,1
queues,1,0,0,0,1
quicken,0,0,1,0,1
quickmbacom,0,0,0,1,1
quickness,1,0,0,0,1
quit,1,0,0,0,1
quoted,1,0,0,0,1
qutcomebased,1,0,0,0,1
race,1,0,0,0,1
rach,0,0,1,0,1
rachei,0,0,1,0,1
rachelor,0,0,1,0,1
racial,0,1,0,0,1
racks,1,0,0,0,1
racreil,0,0,1,0,1
racuei,0,0,1,0,1
racurinan,0,0,1,0,1
radiation,0,1,0,0,1
radical,1,0,0,0,1
radius,0,0,0,1,1
radyo,0,0,1,0,1
raffle,0,0,1,0,1
rafiding,0,0,1,0,1
raga,0,0,1,0,1
rainforests,1,0,0,0,1
rainier,1,0,0,0,1
raisers,0,0,0,1,1
raish,0,0,1,0,1
rallyi,1,0,0,0,1
rani,0,0,1,0,1
ranola,1,0,0,0,1
rapport,0,1,0,0,1
rasa,1,0,0,0,1
rascvwriiap,0,0,1,0,1
rath,0,0,1,0,1
ratings,1,0,0,0,1
ration,1,0,0,0,1
ratios,0,0,1,0,1
rayultrasound,0,0,1,0,1
rbac,0,1,0,0,1
rc4o0,0,0,0,1,1
rcaze,0,0,1,0,1
rdidacadcs17002,0,0,1,0,1
rdoacad,0,0,1,0,1
rdoacadc516013,0,0,1,0,1
rdoacadc516017,0,0,1,0,1
rdoacadcs1,0,0,1,0,1
rdoacadfs1,0,0,0,1,1
rdoacadfs174,0,0,0,1,1
rdoaead,0,0,1,0,1
rdoaran,0,0,1,0,1
rdqacadcs17012,0,0,1,0,1
reacts,1,0,0,0,1
readonly,0,1,0,0,1
readphonestate,0,1,0,0,1
realign,1,0,0,0,1
realit,0,0,0,1,1
realization,0,0,1,0,1
realized,1,0,0,0,1
rearing,1,0,0,0,1
rears,0,0,1,0,1
rebate,0,0,1,0,1
receptionists,0,0,1,0,1
recipe,0,0,1,0,1
recog,1,0,0,0,1
recomputed,0,0,1,0,1
reconsideration,1,0,0,0,1
recor,0,0,1,0,1
recounting,1,0,0,0,1
recreating,1,0,0,0,1
recruiting,1,0,0,0,1
recruits,0,0,1,0,1
recuenco,0,1,0,0,1
reddish,0,0,0,1,1
redesigned,1,0,0,0,1
redirect,0,0,0,1,1
rediscounting,0,0,1,0,1
redveivet,0,0,1,0,1
reee,0,0,1,0,1
reengineer,1,0,0,0,1
reentry,0,0,0,1,1
referencescomaker,0,0,1,0,1
referencing,1,0,0,0,1
referrals,1,0,0,0,1
refinance,0,0,1,0,1
reflecting,1,0,0,0,1
reflection,0,0,1,0,1
refresh,1,0,0,0,1
refrigeration,1,0,0,0,1
registrar,1,0,0,0,1
regula,0,0,1,0,1
regulati,1,0,0,0,1
regulating,1,0,0,0,1
reheat,0,0,1,0,1
reid,1,0,0,0,1
reidacadc18014,0,0,1,0,1
reidacadcs1,0,0,1,0,1
reigine,0,0,1,0,1
reirievai,1,0,0,0,1
reisiness,0,0,1,0,1
relate,0,0,0,1,1
relayed,0,0,1,0,1
relaying,0,0,1,0,1
releasingdeclining,0,0,1,0,1
reliever,0,0,1,0,1
relocate,0,0,1,0,1
remarked,0,1,0,0,1
remedial,1,0,0,0,1
remin,0,0,1,0,1
reminds,1,0,0,0,1
remittances,0,0,0,1,1
remitted,0,0,1,0,1
removes,1,0,0,0,1
renders,1,0,0,0,1
rene,1,0,0,0,1
renewable,1,0,0,0,1
renting,0,0,1,0,1
reom,0,0,1,0,1
reorient,0,0,1,0,1
repaint,0,0,1,0,1
repairing,0,0,1,0,1
repayments,0,0,1,0,1
repeatedly,1,0,0,0,1
repellent,1,0,0,0,1
repercussions,1,0,0,0,1
replaces,0,1,0,0,1
replacing,0,0,0,1,1
replanting,0,0,0,1,1
replicated,0,0,0,1,1
replying,0,0,1,0,1
reporter,1,0,0,0,1
repository,1,0,0,0,1
repossess,0,0,1,0,1
reproduce,0,0,0,1,1
requesta??,0,0,1,0,1
requisition,0,0,1,0,1
requl,1,0,0,0,1
resea,0,0,1,0,1
resear,0,0,1,0,1
researc,0,0,1,0,1
researchoe,0,0,0,1,1
reses,0,0,1,0,1
resfarch,0,0,1,0,1
reside,1,0,0,0,1
residing,0,0,1,0,1
resign,1,0,0,0,1
resignation,0,0,1,0,1
resigned,0,0,1,0,1
resistant,0,1,0,0,1
resla,0,0,1,0,1
reslaprct,0,0,1,0,1
resolutions,1,0,0,0,1
resolv,1,0,0,0,1
resourceful,0,1,0,0,1
respected,1,0,0,0,1
respondent,0,0,0,1,1
responds,1,0,0,0,1
responsive,1,0,0,0,1
restarted,0,1,0,0,1
restless,0,0,1,0,1
restoration,0,1,0,0,1
restrain,0,0,1,0,1
restrict,1,0,0,0,1
restricting,0,1,0,0,1
restrictive,1,0,0,0,1
restructuring,0,0,1,0,1
retention,0,1,0,0,1
retrieves,0,0,1,0,1
retuming,0,0,1,0,1
retuned,1,0,0,0,1
reverse,0,0,0,1,1
reversing,1,0,0,0,1
reverted,0,0,1,0,1
reviewer,1,0,0,0,1
revising,1,0,0,0,1
revocation,1,0,0,0,1
revolution,1,0,0,0,1
revolves,0,0,0,1,1
rewardandpenalty,1,0,0,0,1
re?inspections,1,0,0,0,1
rfesfarch,0,0,1,0,1
rfrr,1,0,0,0,1
rhythmic,1,0,0,0,1
ribbons,0,0,1,0,1
ribs,0,0,1,0,1
ricdacadc518004,0,0,1,0,1
richard,0,0,1,0,1
riches,1,0,0,0,1
riciimvmecc,0,0,1,0,1
rider,1,0,0,0,1
riedacadc18002,0,0,1,0,1
riedacadc518002,0,0,1,0,1
riedacadc518006,0,0,1,0,1
riedacadc518016,0,0,1,0,1
riedacadcs18001,0,0,0,1,1
riedacadcs1801,0,0,1,0,1
riedacadcs18011a?,0,0,1,0,1
riedacadcs518019,0,0,1,0,1
riedacand,0,0,0,1,1
riel,0,0,1,0,1
rienacancc18nnr,0,0,1,0,1
rienlacar,0,0,1,0,1
rifcmmres,0,0,1,0,1
rifdacandcs18002,0,0,1,0,1
riicine,0,0,1,0,1
riiginess,0,0,1,0,1
rilo,0,0,1,0,1
riseger,1,0,0,0,1
rivals,0,0,0,1,1
rizal,0,0,0,1,1
rmatinn,0,0,1,0,1
rndnqoacancrc17,0,0,1,0,1
rnetts,0,0,1,0,1
rnoacancs1701,0,0,1,0,1
roadrelated,1,0,0,0,1
roaming,0,0,1,0,1
robbery,1,0,0,0,1
robina,0,0,1,0,1
robinsons,0,0,1,0,1
robles,1,0,0,0,1
roboticarm,1,0,0,0,1
rodent,1,0,0,0,1
rofessionals,0,0,1,0,1
rollers,1,0,0,0,1
roman,1,0,0,0,1
ronda,1,0,0,0,1
rooming,1,0,0,0,1
rosales,0,0,1,0,1
rosen,1,0,0,0,1
rosenbloom,0,0,0,1,1
ross,0,1,0,0,1
rossen,1,0,0,0,1
rotation,1,0,0,0,1
rotonda,0,0,1,0,1
rounds,1,0,0,0,1
roved,0,0,1,0,1
rows,0,0,1,0,1
royalty,0,0,0,1,1
rresponds,0,0,1,0,1
rsbsa,1,0,0,0,1
rsion,1,0,0,0,1
rsons,1,0,0,0,1
rubbish,1,0,0,0,1
rubies,0,0,1,0,1
rudimentary,1,0,0,0,1
ruelan,0,0,1,0,1
rushing,0,0,0,1,1
rusting,0,0,1,0,1
respectively,0,0,0,1,1
s09001d,1,0,0,0,1
s140341220a?,0,0,1,0,1
s150000,0,0,1,0,1
s19y,1,0,0,0,1
s1wwepued,1,0,0,0,1
s4ccb,0,0,1,0,1
s8sbd,1,0,0,0,1
s9ineers,0,0,1,0,1
saath,1,0,0,0,1
saby,1,0,0,0,1
sack,0,0,1,0,1
sadness,1,0,0,0,1
saerelorof,0,0,1,0,1
saes,1,0,0,0,1
saey,1,0,0,0,1
safewatch,0,1,0,0,1
sago,0,0,0,1,1
sags,0,0,1,0,1
saiq,0,0,1,0,1
sajdey9,1,0,0,0,1
sajdeyo,1,0,0,0,1
sajdoad,1,0,0,0,1
saka,0,0,1,0,1
sala,0,0,0,1,1
salado,0,0,1,0,1
salaryincome,0,0,1,0,1
saleh,1,0,0,0,1
saleservice,1,0,0,0,1
salewski,0,1,0,0,1
saljoesejuu,1,0,0,0,1
salon,0,0,0,1,1
samples,1,0,0,0,1
sampling,1,0,0,0,1
sana,0,0,1,0,1
sanfrance,0,0,1,0,1
sanidadleones,1,0,0,0,1
sanitati,1,0,0,0,1
sanja,0,1,0,0,1
sanmenmah,1,0,0,0,1
sana?,0,0,1,0,1
saounos,1,0,0,0,1
sapna,0,0,1,0,1
saree,1,0,0,0,1
sarisari,0,0,1,0,1
sarscov2covid19,1,0,0,0,1
saseo,1,0,0,0,1
sasodw,1,0,0,0,1
sass,1,0,0,0,1
sathered,0,0,0,1,1
satietoastedpa3,0,0,1,0,1
satiety,0,0,0,1,1
satisfactorily,0,1,0,0,1
sativa,1,0,0,0,1
saturdays,0,0,1,0,1
sauce,0,0,1,0,1
saujoue,1,0,0,0,1
saventy,0,0,1,0,1
sayed,1,0,0,0,1
scarch,0,1,0,0,1
scenery,1,0,0,0,1
scenic,1,0,0,0,1
scents,0,0,1,0,1
schedulers,1,0,0,0,1
schemed,0,0,1,0,1
schemes,0,1,0,0,1
scholar,1,0,0,0,1
schoo,0,0,1,0,1
sciemce,0,0,1,0,1
scienc,0,0,1,0,1
sciencein,0,0,1,0,1
scienee,0,0,1,0,1
scieng,0,0,1,0,1
scienge,0,0,1,0,1
scip,0,0,1,0,1
scmp,1,0,0,0,1
scolded,0,0,1,0,1
scott,0,1,0,0,1
scrambling,1,0,0,0,1
scraps,1,0,0,0,1
scratches,0,0,1,0,1
scratching,0,0,1,0,1
scrawling,1,0,0,0,1
screening,1,0,0,0,1
screens,1,0,0,0,1
scrutinizing,1,0,0,0,1
scufi,0,0,1,0,1
sca??,0,0,1,0,1
se20,0,0,1,0,1
se6ie,1,0,0,0,1
seafooda??,0,0,1,0,1
seamless,1,0,0,0,1
seamlessly,1,0,0,0,1
sean,0,0,1,0,1
seaojd,1,0,0,0,1
seas,1,0,0,0,1
seasoning,0,0,1,0,1
seasona??s,0,0,1,0,1
seater,0,0,1,0,1
seaward,0,1,0,0,1
sebe,1,0,0,0,1
sebel,0,0,1,0,1
sebuajjeyo,1,0,0,0,1
seck,1,0,0,0,1
secre,0,0,1,0,1
sectarian,0,0,0,1,1
sedoc,1,0,0,0,1
seeding,1,0,0,0,1
seeds,0,0,1,0,1
seesa?,0,0,1,0,1
segmen,0,0,1,0,1
segmentation,1,0,0,0,1
segueyp,1,0,0,0,1
seine,1,0,0,0,1
seis,0,0,1,0,1
seldom,1,0,0,0,1
selfassessment,1,0,0,0,1
selfemployment,1,0,0,0,1
selfevaluation,1,0,0,0,1
selfimprove,1,0,0,0,1
selfknowledge,1,0,0,0,1
selfreliant,0,0,0,1,1
selfsufficiency,1,0,0,0,1
selfsufficient,1,0,0,0,1
semifrozened,0,0,1,0,1
senapati,1,0,0,0,1
sensible,1,0,0,0,1
senss,1,0,0,0,1
sentand,0,0,1,0,1
seoipee,0,0,1,0,1
seon,0,0,1,0,1
sequenced,1,0,0,0,1
seres,1,0,0,0,1
serial,1,0,0,0,1
sern,1,0,0,0,1
serv,0,1,0,0,1
servants,0,1,0,0,1
serviceable,1,0,0,0,1
servicesconsultation,1,0,0,0,1
services?but,1,0,0,0,1
servo,1,0,0,0,1
seseo,1,0,0,0,1
sesje,1,0,0,0,1
seth,0,1,0,0,1
settlements,0,0,1,0,1
settling,0,0,1,0,1
seuddyiyd,1,0,0,0,1
seuoyduews,1,0,0,0,1
seuuoaieae,1,0,0,0,1
seventh,1,0,0,0,1
seventyfive,0,0,1,0,1
seventyone,1,0,0,0,1
seventyseven,0,0,1,0,1
seweb,1,0,0,0,1
sewerage,1,0,0,0,1
sewes,1,0,0,0,1
sfesios,0,0,1,0,1
shaded,0,0,0,1,1
shakes,0,0,1,0,1
shallow,1,0,0,0,1
shaped,0,0,1,0,1
shapiro,1,0,0,0,1
sharp,0,0,0,1,1
shidiives,1,0,0,0,1
ship,0,0,1,0,1
shock,0,1,0,0,1
shogun,0,0,1,0,1
shoot,0,0,1,0,1
shore,1,0,0,0,1
shortages,0,0,0,1,1
shortcomings,1,0,0,0,1
shortest,0,1,0,0,1
shortorders,0,0,1,0,1
shortrange,1,0,0,0,1
shoul,0,0,1,0,1
showcased,1,0,0,0,1
showers,1,0,0,0,1
sianage,0,0,1,0,1
sibs,1,0,0,0,1
sical,1,0,0,0,1
sieaejd,1,0,0,0,1
siegel,1,0,0,0,1
sigh,0,0,0,1,1
sighted,1,0,0,0,1
signees,1,0,0,0,1
silly,0,0,1,0,1
sillya??,1,0,0,0,1
siloed,1,0,0,0,1
simplify,1,0,0,0,1
simulate,1,0,0,0,1
simultaneous,0,0,1,0,1
sincere,0,0,0,1,1
sines,1,0,0,0,1
sing,0,0,1,0,1
singers,0,0,1,0,1
singlemove,0,1,0,0,1
sions,0,0,1,0,1
siopao,0,0,1,0,1
sioweb,1,0,0,0,1
sipe,1,0,0,0,1
siri,0,1,0,0,1
sitting,1,0,0,0,1
siul,1,0,0,0,1
sixty60,0,0,1,0,1
sixtynine,0,0,1,0,1
siya,0,0,1,0,1
siyyt,1,0,0,0,1
sized,1,0,0,0,1
sjhs,0,0,0,1,1
sjusuilieaob,1,0,0,0,1
skillful,0,0,0,1,1
skilla??,1,0,0,0,1
skimmed,0,0,1,0,1
skip,1,0,0,0,1
skirting,0,0,1,0,1
skygo,1,0,0,0,1
skyrockete,1,0,0,0,1
skyrocketed,1,0,0,0,1
slabs,0,0,0,1,1
slaughtered,0,0,0,1,1
sleepiness,0,0,1,0,1
sleeping,1,0,0,0,1
slice,0,0,1,0,1
slim,0,0,0,1,1
slipped,0,0,1,0,1
slipspayrolls,0,0,1,0,1
slovins,0,0,0,1,1
slower,1,0,0,0,1
slps,0,0,1,0,1
smail,1,0,0,0,1
smal,0,0,1,0,1
sminutes,0,0,1,0,1
smjabuojod,1,0,0,0,1
smonthly,0,0,1,0,1
smoother,1,0,0,0,1
snaeuoiod,1,0,0,0,1
snicket,1,0,0,0,1
snjia,1,0,0,0,1
snseaeiqey,1,0,0,0,1
snumber,0,0,1,0,1
so3000c0,0,0,1,0,1
soaps,0,0,1,0,1
sober,1,0,0,0,1
soccsksargen,1,0,0,0,1
socesksargen,1,0,0,0,1
socialized,0,0,1,0,1
sociodemographic,1,0,0,0,1
socioeconomic,1,0,0,0,1
soda,0,0,1,0,1
sodusta,1,0,0,0,1
soften,0,0,1,0,1
sohrabi,0,1,0,0,1
soid,0,0,1,0,1
soillandclimate,1,0,0,0,1
soived,1,0,0,0,1
sojog,1,0,0,0,1
solicited,1,0,0,0,1
solidwaste,1,0,0,0,1
solpal,1,0,0,0,1
solute,1,0,0,0,1
solvable,1,0,0,0,1
somebody,1,0,0,0,1
somedical,0,0,1,0,1
sometime,1,0,0,0,1
sompany,0,0,1,0,1
somplicated,1,0,0,0,1
soneentrdted,0,0,0,1,1
sonic,1,0,0,0,1
soomeowenee,0,0,1,0,1
sornalatha,0,1,0,0,1
sorority,1,0,0,0,1
soumn,0,0,1,0,1
soun,1,0,0,0,1
soundarya,1,0,0,0,1
sour,1,0,0,0,1
sourced,0,0,1,0,1
sourcing,0,0,0,1,1
soweb,1,0,0,0,1
spacetime,0,1,0,0,1
spaghetti,0,0,1,0,1
spanish,1,0,0,0,1
spans,1,0,0,0,1
spared,0,0,0,1,1
sparked,1,0,0,0,1
spays,1,0,0,0,1
specializing,1,0,0,0,1
spection,1,0,0,0,1
speechenabled,0,1,0,0,1
spike,1,0,0,0,1
spirit,1,0,0,0,1
spirits,1,0,0,0,1
spitting,0,0,1,0,1
sponsor,0,0,0,1,1
spoon,0,0,0,1,1
spotti,1,0,0,0,1
spotting,1,0,0,0,1
sppim,1,0,0,0,1
sprawl,1,0,0,0,1
sprays,0,0,1,0,1
spreadsheet,1,0,0,0,1
spreadsheets,1,0,0,0,1
spunosby9eq,1,0,0,0,1
spurred,1,0,0,0,1
spyiom,1,0,0,0,1
squibb1988,0,0,0,1,1
sscib7197100a?,0,0,1,0,1
ssehie,1,0,0,0,1
ssesoy,1,0,0,0,1
ssession,0,0,1,0,1
sseull,1,0,0,0,1
ssi934768900a?,0,0,1,0,1
ssoedojaasp,1,0,0,0,1
sssearc,0,0,1,0,1
sta3i0,0,0,1,0,1
stabilized,0,0,0,1,1
staga7,0,0,1,0,1
stagnant,1,0,0,0,1
stairs,0,0,1,0,1
stairways,0,0,0,1,1
stake,1,0,0,0,1
standings,1,0,0,0,1
standstill,1,0,0,0,1
staples,0,0,0,1,1
starchpellets,0,0,0,1,1
starter,1,0,0,0,1
staterun,1,0,0,0,1
stationterminal,1,0,0,0,1
statista,1,0,0,0,1
staving,0,0,1,0,1
stays,0,0,1,0,1
staa\,0,0,1,0,1
steak,0,0,1,0,1
stella,1,0,0,0,1
stew,0,0,1,0,1
stigma,0,1,0,0,1
stimulate,0,1,0,0,1
stipulations,0,0,1,0,1
stitzle,0,1,0,0,1
stockouts,0,0,1,0,1
stomer,0,0,1,0,1
ston,0,0,1,0,1
stools,0,0,1,0,1
stooped,0,0,1,0,1
stoppage,0,0,0,1,1
stoppages,1,0,0,0,1
stream,1,0,0,0,1
strength,0,0,0,1,1
strengthen,1,0,0,0,1
strengthened,0,0,0,1,1
strengthening,1,0,0,0,1
stressed,1,0,0,0,1
stresses,1,0,0,0,1
stringent,1,0,0,0,1
stripping,0,0,1,0,1
strive,0,0,0,1,1
strives,0,0,0,1,1
striving,0,0,0,1,1
strona,1,0,0,0,1
stud,1,0,0,0,1
stude,1,0,0,0,1
studentpaced,1,0,0,0,1
studycom,1,0,0,0,1
stuff,0,0,1,0,1
stylist,0,0,0,1,1
suaject,1,0,0,0,1
subcategories,0,0,0,1,1
subdivision,0,0,1,0,1
subfield,0,1,0,0,1
subic,1,0,0,0,1
submits,0,0,1,0,1
subset,0,1,0,0,1
substantially,1,0,0,0,1
substituted,1,0,0,0,1
subsystem,1,0,0,0,1
subtly,1,0,0,0,1
suewny,1,0,0,0,1
suffers,0,0,0,1,1
suitesmontilla,0,0,1,0,1
sujeep,1,0,0,0,1
sull,1,0,0,0,1
sultan,0,0,0,1,1
summative,1,0,0,0,1
summing,1,0,0,0,1
sungao,1,0,0,0,1
sungold,0,0,1,0,1
suntactic,1,0,0,0,1
suoisidep,1,0,0,0,1
suoje,1,0,0,0,1
suoneinbe,1,0,0,0,1
suonn,1,0,0,0,1
supervisors,0,0,1,0,1
supplementary,0,0,0,1,1
supplydemand,0,0,0,1,1
suppose,0,0,1,0,1
supposedly,0,0,1,0,1
suppression,1,0,0,0,1
surety,0,0,1,0,1
surfaced,1,0,0,0,1
surged,0,0,1,0,1
survive,1,0,0,0,1
susiness,0,0,1,0,1
suspect,1,0,0,0,1
suspension,1,0,0,0,1
suspicious,1,0,0,0,1
sustains,1,0,0,0,1
susweaosduu,1,0,0,0,1
sutton,1,0,0,0,1
sutuan,0,0,1,0,1
suzuki,1,0,0,0,1
swajqoid,1,0,0,0,1
sweee,0,0,1,0,1
sweetest,1,0,0,0,1
sweettasting,0,0,0,1,1
swipes,1,0,0,0,1
swuij9ji,1,0,0,0,1
syeaqjno,1,0,0,0,1
syeasyy,1,0,0,0,1
syjejqe,1,0,0,0,1
syjeuoiey,1,0,0,0,1
symbolizes,0,0,0,1,1
symptommonitoring,0,1,0,0,1
synchrony,0,1,0,0,1
synovapowercomaglobalproblem,1,0,0,0,1
syntactic,1,0,0,0,1
syste,0,1,0,0,1
systemsa??,1,0,0,0,1
syyoiu,1,0,0,0,1
t276te,0,0,1,0,1
t9e2075000,0,0,1,0,1
taal,1,0,0,0,1
taam,0,0,1,0,1
tabie,0,0,1,0,1
tablets,1,0,0,0,1
tablo,0,0,1,0,1
tabuan,0,0,1,0,1
tackle,1,0,0,0,1
tacurong,0,0,0,1,1
tadyang,0,0,1,0,1
tagged,1,0,0,0,1
tagline,0,0,0,1,1
tagotaguan,1,0,0,0,1
talabis,1,0,0,0,1
talents,0,0,1,0,1
tallied,1,0,0,0,1
tamayo,1,0,0,0,1
tamer,0,0,1,0,1
tana,0,0,1,0,1
tandag,0,0,1,0,1
tangaon,0,0,1,0,1
taps,1,0,0,0,1
taranu,0,1,0,0,1
tare,0,0,1,0,1
targeting,0,0,0,1,1
tariac,0,0,0,1,1
tarpaulinmade,0,0,1,0,1
tartar,0,1,0,0,1
tasking,0,0,0,1,1
tasty,0,0,1,0,1
tastywhole,0,0,1,0,1
taxonomy,1,0,0,0,1
tca??a??zesa??issdsccs,0,0,1,0,1
